ID;LAT;LON;DEP;X;Y;Z;EX;EY;EZ;YR;MO;DY;HR;MI;SC;MAG;NCCP;NCCS;NCTP;NCTS;RCC;RCT;CID;;;ID_old;Date;MW;CCC
166;0;0;0;34;-43;61;17;21;6;2014;7;9;0;4;44;-0.05;;;;;;;;;;2.01407E+13;09.07.14;0.8;0.88
167;0;0;0;80;49;38;17;18;7;2014;7;9;5;27;53;-0.1;;;;;;;;;;2.01407E+13;09.07.14;0.76;0.75
168;0;0;0;84;42;59;15;16;6;2014;7;9;9;7;10;0.02;;;;;;;;;;2.01407E+13;09.07.14;0.85;0.9
169;0;0;0;-16;-85;56;69;45;12;2014;7;10;18;8;35;-0.73;;;;;;;;;;2.01407E+13;10.07.14;0.35;0.52
170;0;0;0;44;54;38;10;16;6;2014;7;10;21;18;18;1.02;;;;;;;;;;2.01407E+13;10.07.14;1.51;0.89
171;0;0;0;76;33;59;9;11;5;2014;7;10;21;18;59;1.39;;;;;;;;;;2.01407E+13;10.07.14;1.76;0.94
172;0;0;0;43;-24;59;10;14;6;2014;7;10;21;28;40;1.83;;;;;;;;;;2.01407E+13;10.07.14;2.05;0.85
173;0;0;0;-62;-80;20;24;28;7;2014;7;10;21;29;1;0.16;;;;;;;;;;2.01407E+13;10.07.14;0.94;0.78
174;0;0;0;49;114;13;9;11;6;2014;7;10;22;8;37;0.41;;;;;;;;;;2.01407E+13;10.07.14;1.11;0.88
175;0;0;0;47;79;28;31;35;8;2014;7;11;4;25;20;-0.6;;;;;;;;;;2.01407E+13;11.07.14;0.43;0.63
176;0;0;0;-20;-76;53;32;37;10;2014;7;11;10;38;24;-0.33;;;;;;;;;;2.01407E+13;11.07.14;0.61;0.83
177;0;0;0;-96;-89;-5;21;28;8;2014;7;11;12;45;2;-0.18;;;;;;;;;;2.01407E+13;11.07.14;0.71;0.7
178;0;0;0;27;84;13;13;23;9;2014;7;11;14;12;32;0.68;;;;;;;;;;2.01407E+13;11.07.14;1.28;0.85
179;0;0;0;-13;-92;30;24;30;9;2014;7;12;3;24;45;-0.5;;;;;;;;;;2.01407E+13;12.07.14;0.5;0.81
180;0;0;0;5;-67;43;18;21;6;2014;7;12;7;5;11;0.01;;;;;;;;;;2.01407E+13;12.07.14;0.84;1
181;0;0;0;2;-59;38;17;26;7;2014;7;12;15;58;9;-0.25;;;;;;;;;;2.01407E+13;12.07.14;0.67;0.79
182;0;0;0;-66;-57;-12;23;28;7;2014;7;12;22;49;11;-0.57;;;;;;;;;;2.01407E+13;12.07.14;0.46;0.78
183;0;0;0;67;-42;84;20;26;7;2014;7;13;11;4;13;-0.26;;;;;;;;;;2.01407E+13;13.07.14;0.66;0.95
184;0;0;0;74;82;42;17;18;6;2014;7;13;14;16;58;-0.36;;;;;;;;;;2.01407E+13;13.07.14;0.59;0.86
185;0;0;0;-18;-33;27;21;28;8;2014;7;13;14;18;39;-0.53;;;;;;;;;;2.01407E+13;13.07.14;0.48;0.63
186;0;0;0;77;58;48;20;18;6;2014;7;13;18;53;48;-0.53;;;;;;;;;;2.01407E+13;13.07.14;0.48;0.84
187;0;0;0;47;-69;62;9;11;6;2014;7;14;6;39;52;0.91;;;;;;;;;;2.01407E+13;14.07.14;1.44;0.79
188;0;0;0;-5;-124;55;26;30;9;2014;7;14;17;23;32;-0.51;;;;;;;;;;2.01407E+13;14.07.14;0.49;0.82
189;0;0;0;-48;-11;2;17;21;9;2014;7;15;1;1;18;-0.59;;;;;;;;;;2.01407E+13;15.07.14;0.44;0.83
190;0;0;0;35;-76;70;26;26;7;2014;7;15;10;10;45;0.34;;;;;;;;;;2.01407E+13;15.07.14;1.06;0.85
191;0;0;0;-29;-101;37;34;45;10;2014;7;15;10;36;42;-0.24;;;;;;;;;;2.01407E+13;15.07.14;0.67;0.93
192;0;0;0;12;-53;39;10;16;6;2014;7;16;1;43;6;0.68;;;;;;;;;;2.01407E+13;16.07.14;1.28;0.93
193;0;0;0;-4;-68;24;15;21;5;2014;7;16;4;3;15;-0.18;;;;;;;;;;2.01407E+13;16.07.14;0.71;0.8
194;0;0;0;-29;-6;12;32;37;9;2014;7;18;20;53;18;-0.66;;;;;;;;;;2.01407E+13;18.07.14;0.39;0.76
195;0;0;0;-55;-11;-4;20;21;8;2014;7;18;21;22;35;-0.09;;;;;;;;;;2.01407E+13;18.07.14;0.77;0.87
196;0;0;0;-70;-24;-51;24;30;8;2014;7;18;22;35;29;-0.58;;;;;;;;;;2.01407E+13;18.07.14;0.45;0.92
197;0;0;0;-112;-37;-63;18;23;5;2014;7;19;12;24;0;-0.4;;;;;;;;;;2.01407E+13;19.07.14;0.57;0.86
198;0;0;0;-24;-49;21;32;30;7;2014;7;20;7;54;10;-0.84;;;;;;;;;;2.01407E+13;20.07.14;0.28;0.64
199;0;0;0;-52;19;-56;24;35;7;2014;7;20;10;53;40;-0.61;;;;;;;;;;2.01407E+13;20.07.14;0.43;0.83
200;0;0;0;-63;-4;-21;9;16;6;2014;7;20;12;12;20;0.49;;;;;;;;;;2.01407E+13;20.07.14;1.16;1
201;0;0;0;-114;-22;-70;29;26;12;2014;7;20;13;41;1;-0.29;;;;;;;;;;2.01407E+13;20.07.14;0.64;0.88
202;0;0;0;-84;156;-95;23;26;9;2014;7;21;0;1;37;-0.48;;;;;;;;;;2.01407E+13;21.07.14;0.51;0.8
203;0;0;0;-111;-92;-36;24;33;8;2014;7;21;3;29;8;-0.8;;;;;;;;;;2.01407E+13;21.07.14;0.3;0.69
204;0;0;0;-30;-24;4;23;28;10;2014;7;21;3;44;27;-0.39;;;;;;;;;;2.01407E+13;21.07.14;0.57;0.83
205;0;0;0;-78;-48;-50;49;59;14;2014;7;21;15;47;35;-0.69;;;;;;;;;;2.01407E+13;21.07.14;0.37;0.77
206;0;0;0;-92;-31;-70;31;37;8;2014;7;21;17;16;6;-0.57;;;;;;;;;;2.01407E+13;21.07.14;0.45;0.81
207;0;0;0;-2;-54;28;18;23;6;2014;7;21;23;37;19;-0.58;;;;;;;;;;2.01407E+13;21.07.14;0.45;0.74
208;0;0;0;21;-71;46;17;21;6;2014;7;22;1;1;27;0.24;;;;;;;;;;2.01407E+13;22.07.14;0.99;0.89
209;0;0;0;34;27;49;17;21;7;2014;7;22;1;40;9;-0.29;;;;;;;;;;2.01407E+13;22.07.14;0.64;0.81
210;0;0;0;3;-121;38;13;21;6;2014;7;22;2;3;37;0.14;;;;;;;;;;2.01407E+13;22.07.14;0.92;0.91
211;0;0;0;-59;-21;-40;23;28;8;2014;7;23;8;15;30;-0.26;;;;;;;;;;2.01407E+13;23.07.14;0.66;0.9
212;0;0;0;12;-71;28;7;11;5;2014;7;23;23;34;56;1.4;;;;;;;;;;2.01407E+13;23.07.14;1.77;0.93
213;0;0;0;-67;-41;-24;9;14;6;2014;7;24;8;27;7;-0.12;;;;;;;;;;2.01407E+13;24.07.14;0.75;0.87
214;0;0;0;-46;-74;2;10;16;6;2014;7;25;12;58;36;0;;;;;;;;;;2.01407E+13;25.07.14;0.84;0.8
215;0;0;0;-74;-17;-51;9;14;4;2014;7;25;14;34;9;0.02;;;;;;;;;;2.01407E+13;25.07.14;0.84;0.91
216;0;0;0;-74;-24;-59;20;30;7;2014;7;25;14;34;14;-0.44;;;;;;;;;;2.01407E+13;25.07.14;0.54;0.76
217;0;0;0;110;-62;74;15;18;6;2014;7;25;17;58;1;0.41;;;;;;;;;;2.01407E+13;25.07.14;1.11;0.91
218;0;0;0;-91;-62;-69;17;21;4;2014;7;25;18;52;46;-0.66;;;;;;;;;;2.01407E+13;25.07.14;0.39;0.66
219;0;0;0;-67;-33;-53;20;28;8;2014;7;25;19;6;9;-0.71;;;;;;;;;;2.01407E+13;25.07.14;0.36;0.8
220;0;0;0;-80;-42;-73;23;33;7;2014;7;25;19;50;17;-0.42;;;;;;;;;;2.01407E+13;25.07.14;0.55;0.86
221;0;0;0;-70;-24;-56;17;23;7;2014;7;25;22;25;52;-0.64;;;;;;;;;;2.01407E+13;25.07.14;0.4;0.81
222;0;0;0;-93;-45;-69;23;21;5;2014;7;26;1;39;59;-0.01;;;;;;;;;;2.01407E+13;26.07.14;0.83;0.94
223;0;0;0;-103;-37;-71;7;11;5;2014;7;26;3;6;16;1.08;;;;;;;;;;2.01407E+13;26.07.14;1.55;0.93
224;0;0;0;-26;45;-38;48;73;13;2014;7;26;3;9;32;-0.44;;;;;;;;;;2.01407E+13;26.07.14;0.54;0.79
225;0;0;0;-72;-32;-43;9;14;6;2014;7;26;4;30;59;0.96;;;;;;;;;;2.01407E+13;26.07.14;1.47;0.88
226;0;0;0;-99;-41;-73;20;33;7;2014;7;26;5;5;14;-0.53;;;;;;;;;;2.01407E+13;26.07.14;0.48;0.72
227;0;0;0;-91;-54;-62;9;14;5;2014;7;26;5;33;34;0.26;;;;;;;;;;2.01407E+13;26.07.14;1.01;0.9
228;0;0;0;-58;-49;-32;20;30;9;2014;7;26;5;34;31;-0.65;;;;;;;;;;2.01407E+13;26.07.14;0.4;0.76
229;0;0;0;-68;-47;-55;23;33;8;2014;7;26;11;2;31;-0.49;;;;;;;;;;2.01407E+13;26.07.14;0.51;0.8
230;0;0;0;-112;-59;-87;24;35;9;2014;7;26;17;59;37;-0.41;;;;;;;;;;2.01407E+13;26.07.14;0.56;0.83
231;0;0;0;-99;-41;-79;20;30;7;2014;7;26;18;5;28;-0.68;;;;;;;;;;2.01407E+13;26.07.14;0.38;0.71
232;0;0;0;-75;-58;-75;24;40;8;2014;7;26;19;37;32;-0.72;;;;;;;;;;2.01407E+13;26.07.14;0.36;0.63
233;0;0;0;-35;-28;-29;34;47;13;2014;7;26;21;32;50;-0.82;;;;;;;;;;2.01407E+13;26.07.14;0.29;0.69
234;0;0;0;-6;-78;22;9;11;5;2014;7;26;21;51;56;0.99;;;;;;;;;;2.01407E+13;26.07.14;1.49;0.91
235;0;0;0;-17;-16;31;15;23;6;2014;7;26;23;31;58;-0.5;;;;;;;;;;2.01407E+13;26.07.14;0.5;0.78
236;0;0;0;-21;-63;3;26;47;16;2014;7;27;12;45;4;-0.57;;;;;;;;;;2.01407E+13;27.07.14;0.45;0.78
237;0;0;0;-103;-37;-84;21;35;7;2014;7;27;14;45;47;-0.5;;;;;;;;;;2.01407E+13;27.07.14;0.5;0.73
238;0;0;0;-115;-64;-98;26;40;10;2014;7;27;19;25;14;-0.68;;;;;;;;;;2.01407E+13;27.07.14;0.38;0.75
239;0;0;0;-139;-80;-113;24;30;10;2014;7;27;20;40;33;-0.84;;;;;;;;;;2.01407E+13;27.07.14;0.27;0.7
240;0;0;0;-70;10;-48;9;14;5;2014;7;28;0;5;31;0.02;;;;;;;;;;2.01407E+13;28.07.14;0.85;0.92
241;0;0;0;-80;-11;-38;27;40;8;2014;7;28;0;38;17;-0.66;;;;;;;;;;2.01407E+13;28.07.14;0.39;0.71
242;0;0;0;-101;-95;-82;24;37;8;2014;7;28;6;4;11;-0.56;;;;;;;;;;2.01407E+13;28.07.14;0.46;0.73
243;0;0;0;-6;-115;31;15;23;5;2014;7;28;6;16;3;-0.77;;;;;;;;;;2.01407E+13;28.07.14;0.32;0.72
244;0;0;0;-74;-78;-31;10;14;4;2014;7;28;7;45;25;-0.06;;;;;;;;;;2.01407E+13;28.07.14;0.79;0.83
245;0;0;0;-91;-78;-69;9;16;5;2014;7;28;10;31;30;0.03;;;;;;;;;;2.01407E+13;28.07.14;0.85;0.91
246;0;0;0;-112;-34;-91;9;16;4;2014;7;28;10;35;5;-0.1;;;;;;;;;;2.01407E+13;28.07.14;0.77;0.86
247;0;0;0;-95;-71;-79;10;18;4;2014;7;28;10;35;29;-0.58;;;;;;;;;;2.01407E+13;28.07.14;0.45;0.78
248;0;0;0;-102;-85;-82;20;33;6;2014;7;28;21;33;51;0.03;;;;;;;;;;2.01407E+13;28.07.14;0.85;0.84
249;0;0;0;-76;-72;-76;26;40;8;2014;7;28;22;10;35;-0.2;;;;;;;;;;2.01407E+13;28.07.14;0.7;0.79
250;0;0;0;-5;-92;20;9;11;5;2014;7;29;4;37;51;0.74;;;;;;;;;;2.01407E+13;29.07.14;1.33;0.86
251;0;0;0;-21;-66;15;18;30;7;2014;7;29;10;47;39;-0.41;;;;;;;;;;2.01407E+13;29.07.14;0.56;0.72
252;0;0;0;-51;-75;-8;7;11;5;2014;7;29;16;53;8;0.72;;;;;;;;;;2.01407E+13;29.07.14;1.31;0.9
253;0;0;0;-27;-44;18;15;26;7;2014;7;30;17;27;25;-0.35;;;;;;;;;;2.01407E+13;30.07.14;0.6;0.83
254;0;0;0;-46;-103;-10;9;14;6;2014;7;31;0;7;59;0.55;;;;;;;;;;2.01407E+13;31.07.14;1.2;0.87
255;0;0;0;23;-87;62;18;28;7;2014;7;31;11;9;42;-0.55;;;;;;;;;;2.01407E+13;31.07.14;0.47;0.68
256;0;0;0;14;-120;23;9;14;6;2014;8;1;22;57;41;0.5;;;;;;;;;;2.01408E+13;01.08.14;1.17;0.94
257;0;0;0;-72;-97;-51;21;37;12;2014;8;2;12;5;15;-0.67;;;;;;;;;;2.01408E+13;02.08.14;0.39;0.63
258;0;0;0;-52;-49;-27;17;28;6;2014;8;2;13;31;53;-0.31;;;;;;;;;;2.01408E+13;02.08.14;0.63;0.89
259;0;0;0;-6;-60;32;10;14;6;2014;8;2;21;41;41;0.18;;;;;;;;;;2.01408E+13;02.08.14;0.95;0.84
260;0;0;0;-4;-97;46;68;45;12;2014;8;2;21;57;6;-0.6;;;;;;;;;;2.01408E+13;02.08.14;0.43;0.64
261;0;0;0;38;37;41;9;14;5;2014;8;3;13;43;59;0.55;;;;;;;;;;2.01408E+13;03.08.14;1.2;0.83
262;0;0;0;25;-106;38;10;11;6;2014;8;3;13;47;53;0.23;;;;;;;;;;2.01408E+13;03.08.14;0.99;0.85
263;0;0;0;25;-129;61;21;35;10;2014;8;3;13;48;4;-0.39;;;;;;;;;;2.01408E+13;03.08.14;0.57;0.78
264;0;0;0;-78;-1;-33;20;26;6;2014;8;3;19;52;51;-0.72;;;;;;;;;;2.01408E+13;03.08.14;0.35;0.65
265;0;0;0;-26;-119;16;13;21;5;2014;8;4;4;19;6;-0.72;;;;;;;;;;2.01408E+13;04.08.14;0.35;0.75
266;0;0;0;-64;-116;-29;9;16;5;2014;8;4;7;15;43;-0.5;;;;;;;;;;2.01408E+13;04.08.14;0.5;0.82
267;0;0;0;-11;-102;40;15;21;4;2014;8;5;2;0;43;-0.86;;;;;;;;;;2.01408E+13;05.08.14;0.26;0.74
268;0;0;0;43;-100;72;12;18;5;2014;8;5;22;48;5;-0.53;;;;;;;;;;2.01408E+13;05.08.14;0.48;0.7
269;0;0;0;18;-109;35;9;14;5;2014;8;7;0;23;27;-0.08;;;;;;;;;;2.01408E+13;07.08.14;0.78;0.79
270;0;0;0;-2;31;30;20;28;8;2014;8;10;9;55;51;-0.34;;;;;;;;;;2.01408E+13;10.08.14;0.6;0.8
271;0;0;0;2;-13;25;12;18;5;2014;8;11;20;46;8;-0.32;;;;;;;;;;2.01408E+13;11.08.14;0.62;0.81
272;0;0;0;-25;2;1;35;54;15;2014;8;11;22;16;18;-0.65;;;;;;;;;;2.01408E+13;11.08.14;0.4;0.75
273;0;0;0;-16;13;5;29;45;14;2014;8;11;22;17;34;-0.61;;;;;;;;;;2.01408E+13;11.08.14;0.42;0.82
274;0;0;0;48;-356;94;20;33;6;2014;8;13;1;29;57;-0.34;;;;;;;;;;2.01408E+13;13.08.14;0.61;0.61
275;0;0;0;-33;-87;2;7;11;5;2014;8;13;18;20;52;0.57;;;;;;;;;;2.01408E+13;13.08.14;1.21;0.88
276;0;0;0;-53;-105;-14;15;26;6;2014;8;13;22;28;17;-0.57;;;;;;;;;;2.01408E+13;13.08.14;0.45;0.79
277;0;0;0;-4;-21;20;18;23;7;2014;8;15;14;56;48;-0.57;;;;;;;;;;2.01408E+13;15.08.14;0.45;0.76
278;0;0;0;-39;-44;1;21;35;11;2014;8;16;8;5;26;-0.52;;;;;;;;;;2.01408E+13;16.08.14;0.48;0.77
279;0;0;0;-42;-57;-57;29;30;11;2014;8;16;8;46;57;-0.88;;;;;;;;;;2.01408E+13;16.08.14;0.25;0.65
280;0;0;0;-19;-149;25;15;18;6;2014;8;17;5;43;27;-0.43;;;;;;;;;;2.01408E+13;17.08.14;0.55;0.76
281;0;0;0;15;53;35;12;14;5;2014;8;18;17;48;35;0.24;;;;;;;;;;2.01408E+13;18.08.14;0.99;0.9
282;0;0;0;3;57;24;13;18;5;2014;8;19;7;58;7;-0.19;;;;;;;;;;2.01408E+13;19.08.14;0.71;0.81
283;0;0;0;-1;65;16;13;18;4;2014;8;20;6;56;9;-0.05;;;;;;;;;;2.01408E+13;20.08.14;0.8;0.85
284;0;0;0;-46;102;-205;18;23;6;2014;8;21;2;55;18;-0.66;;;;;;;;;;2.01408E+13;21.08.14;0.39;0.72
285;0;0;0;27;-244;17;9;16;5;2014;9;6;0;29;52;-0.41;;;;;;;;;;2.01409E+13;06.09.14;0.56;1
286;0;0;0;24;-235;22;9;14;4;2014;9;8;18;22;34;-0.69;;;;;;;;;;2.01409E+13;08.09.14;0.37;0.65
287;0;0;0;-25;-159;-2;9;14;5;2014;9;12;14;54;0;0.52;;;;;;;;;;2.01409E+13;12.09.14;1.18;0.84
288;0;0;0;-44;-164;-14;10;16;6;2014;9;12;18;52;14;-0.21;;;;;;;;;;2.01409E+13;12.09.14;0.69;0.84
289;0;0;0;-20;-143;5;12;11;6;2014;9;13;0;25;18;0.35;;;;;;;;;;2.01409E+13;13.09.14;1.07;0.83
290;0;0;0;-11;-114;22;12;16;5;2014;9;13;1;45;35;-0.52;;;;;;;;;;2.01409E+13;13.09.14;0.49;1
291;0;0;0;-53;-157;-35;9;18;5;2014;9;13;22;45;9;0.01;;;;;;;;;;2.01409E+13;13.09.14;0.84;0.92
292;0;0;0;-41;-159;-19;9;14;4;2014;9;13;23;15;37;-0.56;;;;;;;;;;2.01409E+13;13.09.14;0.46;0.88
293;0;0;0;-45;-173;-26;9;14;5;2014;9;14;4;42;49;-0.32;;;;;;;;;;2.01409E+13;14.09.14;0.62;0.85
294;0;0;0;-58;-149;-41;9;11;5;2014;9;14;18;26;10;0.06;;;;;;;;;;2.01409E+13;14.09.14;0.87;0.91
295;0;0;0;-39;-196;-31;9;14;6;2014;9;15;2;28;41;0.03;;;;;;;;;;2.01409E+13;15.09.14;0.85;0.87
296;0;0;0;-30;-190;-11;9;16;4;2014;9;15;5;21;43;-0.35;;;;;;;;;;2.01409E+13;15.09.14;0.6;0.63
297;0;0;0;-68;-170;-53;9;16;4;2014;9;15;7;5;46;-0.6;;;;;;;;;;2.01409E+13;15.09.14;0.43;0.76
298;0;0;0;8;-170;34;15;21;5;2014;9;18;11;7;20;-0.57;;;;;;;;;;2.01409E+13;18.09.14;0.45;0.65
299;0;0;0;41;-154;72;31;30;8;2014;9;25;3;49;21;-0.77;;;;;;;;;;2.01409E+13;25.09.14;0.32;0.67
300;0;0;0;32;-121;33;9;11;5;2014;9;25;16;13;25;0.67;;;;;;;;;;2.01409E+13;25.09.14;1.28;0.85
301;0;0;0;-18;-231;-13;9;14;5;2014;9;26;1;10;43;0.32;;;;;;;;;;2.01409E+13;26.09.14;1.04;0.86
302;0;0;0;-14;-245;-2;12;18;4;2014;9;26;6;58;26;-0.46;;;;;;;;;;2.01409E+13;26.09.14;0.52;0.79
303;0;0;0;-28;-247;-26;10;16;5;2014;9;26;17;34;23;-0.48;;;;;;;;;;2.01409E+13;26.09.14;0.51;0.75
304;0;0;0;-36;-204;-24;21;28;6;2014;9;26;23;1;6;-0.89;;;;;;;;;;2.01409E+13;26.09.14;0.24;0.58
305;0;0;0;38;-93;58;20;33;8;2014;9;27;6;13;6;-0.77;;;;;;;;;;2.01409E+13;27.09.14;0.32;0.69
306;0;0;0;-57;-241;-57;18;26;6;2014;9;27;6;49;39;-0.61;;;;;;;;;;2.01409E+13;27.09.14;0.43;0.72
307;0;0;0;-6;-167;18;17;21;6;2014;9;28;3;20;42;-0.54;;;;;;;;;;2.01409E+13;28.09.14;0.48;0.84
308;0;0;0;-8;-153;14;15;18;6;2014;9;28;4;29;9;-0.42;;;;;;;;;;2.01409E+13;28.09.14;0.55;0.85
309;0;0;0;-28;-233;-29;18;23;6;2014;10;1;21;18;50;-0.71;;;;;;;;;;2.0141E+13;01.10.14;0.36;0.67
310;0;0;0;-63;-185;-56;10;16;4;2014;10;2;10;0;43;-0.37;;;;;;;;;;2.0141E+13;02.10.14;0.59;0.82
311;0;0;0;-45;-192;-26;20;28;4;2014;10;2;10;47;33;-0.79;;;;;;;;;;2.0141E+13;02.10.14;0.31;0.77
312;0;0;0;-35;-244;-41;9;14;5;2014;10;6;11;20;32;-0.16;;;;;;;;;;2.0141E+13;06.10.14;0.73;0.77
313;0;0;0;-35;-253;-56;12;23;4;2014;10;6;11;59;28;-0.37;;;;;;;;;;2.0141E+13;06.10.14;0.59;0.7
314;0;0;0;-28;-249;-35;10;16;6;2014;10;6;18;3;27;-0.26;;;;;;;;;;2.0141E+13;06.10.14;0.66;0.87
315;0;0;0;156;-430;215;35;68;9;2014;10;8;4;29;16;-0.68;;;;;;;;;;2.0141E+13;08.10.14;0.38;0.66
316;0;0;0;-74;-187;-76;9;14;4;2014;10;8;15;8;45;0.2;;;;;;;;;;2.0141E+13;08.10.14;0.97;0.99
317;0;0;0;-76;-179;-79;9;14;4;2014;10;8;15;29;43;-0.71;;;;;;;;;;2.0141E+13;08.10.14;0.36;0.83
318;0;0;0;-77;-171;-88;26;33;6;2014;10;8;15;39;42;-0.67;;;;;;;;;;2.0141E+13;08.10.14;0.38;0.62
319;0;0;0;-71;-202;-79;9;11;5;2014;10;9;4;39;26;0.17;;;;;;;;;;2.0141E+13;09.10.14;0.95;0.92
320;0;0;0;-71;-191;-77;9;11;5;2014;10;9;7;26;16;0.36;;;;;;;;;;2.0141E+13;09.10.14;1.07;1
321;0;0;0;-56;-211;-55;18;28;6;2014;10;10;1;25;34;-0.56;;;;;;;;;;2.0141E+13;10.10.14;0.46;0.84
322;0;0;0;-58;-201;-57;9;14;5;2014;10;10;2;5;8;0.95;;;;;;;;;;2.0141E+13;10.10.14;1.46;0.95
323;0;0;0;-81;-195;-71;17;28;7;2014;10;10;2;44;17;-0.44;;;;;;;;;;2.0141E+13;10.10.14;0.54;0.88
324;0;0;0;-102;-119;-103;15;35;7;2014;10;10;11;59;1;-0.64;;;;;;;;;;2.0141E+13;10.10.14;0.41;0.69
325;0;0;0;-60;-223;-70;9;14;4;2014;10;10;15;49;0;-0.44;;;;;;;;;;2.0141E+13;10.10.14;0.54;0.84
326;0;0;0;-76;-166;-75;9;14;5;2014;10;10;21;48;2;0.23;;;;;;;;;;2.0141E+13;10.10.14;0.99;0.97
327;0;0;0;-77;-148;-83;21;28;6;2014;10;11;0;19;44;-0.75;;;;;;;;;;2.0141E+13;11.10.14;0.33;0.84
328;0;0;0;-79;-172;-84;9;14;4;2014;10;11;3;30;39;-0.6;;;;;;;;;;2.0141E+13;11.10.14;0.43;0.91
